"zip","propertyid","transdate","transvalue","transdate_previous","transvalue_previous","bathroomcnt","bedroomcnt","builtyear","finishedsquarefeet","lotsizesquarefeet","storycnt","latitude","longitude","usecode","censustract","viewtypeid","validation_idx","transmonth","trans_spr_ind","trans_sum_ind","trans_fal_ind","trans_win_ind","trans_build_age","trans_prev_ind","trans_prev_numyear","trans_val_2005","finished_lot_ratio","story_single_ind","story_mult_ind","view_type0","view_type1","view_type2","view_type3","view_type4","view_type5","view_type6","full_censustract","transvalue_log","trans_val_2005_log","res_ratio","bus_ratio","oth_ratio","tot_ratio","median_list_price","median_value_per_sqft","emp","qp1","ap","est"
98001,49051949,"11/17/2005",231000,"4/28/1997",108000,1,3,1968,970,7920,1,47.333269,-122.276,9,29901,0,0,11,0,0,1,0,37,1,8,130165.961765479,0.12,1,0,1,0,0,0,0,0,0,"53033029901",5.36361197989214,5.11449743162022,0.0709181961,0.003878975,0.004761905,0.06213739525,299000,147,20764,231342,945461,1000
98001,48872417,"9/30/2005",480000,"8/18/2000",172000,2.5,4,2002,2685,14810,2,47.352305,-122.275519,9,29802,0,0,9,0,0,1,0,3,1,5,195155.989904688,0.18,0,1,1,0,0,0,0,0,0,"53033029802",5.68124123737559,5.29038188558207,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,66648905,"11/30/2005",419500,"",NA,2.5,3,2005,2678,11582,2,47.364733,-122.279527,9,29801,0,0,11,0,0,1,0,0,0,0,0,0.23,0,1,1,0,0,0,0,0,0,"53033029801",5.62273196516472,-Inf,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,48890825,"10/3/2005",255000,"11/29/1993",129000,1.75,3,1991,1510,19618,1,47.284677,-122.265421,9,30401,0,0,10,0,0,1,0,14,1,12,173971.581423812,0.08,1,0,1,0,0,0,0,0,0,"53033030401",5.40654018043396,5.24047831127792,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,48720069,"10/7/2005",288500,"",NA,1,3,1962,1450,11200,1,47.342996,-122.284154,9,29802,0,0,10,0,0,1,0,43,0,0,0,0.13,1,0,1,0,0,0,0,0,0,"53033029802",5.46014581749175,-Inf,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,48719453,"10/31/2005",270000,"",NA,1.75,4,1965,2030,9801,1,47.361967,-122.286194,9,29801,0,0,10,0,0,1,0,40,0,0,0,0.21,1,0,1,0,0,0,0,0,0,"53033029801",5.43136376415899,-Inf,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,48719449,"11/18/2005",280000,"",NA,1.75,4,1966,2440,8670,1,47.361911,-122.287527,9,29801,0,0,11,0,0,1,0,39,0,0,0,0.28,1,0,1,0,0,0,0,0,0,"53033029801",5.44715803134222,-Inf,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,49051949,"11/17/2005",231000,"4/30/2002",149500,1,3,1968,970,7920,1,47.333269,-122.276,9,29901,0,0,11,0,0,1,0,37,1,3,159580.924932,0.12,1,0,1,0,0,0,0,0,0,"53033029901",5.36361197989214,5.20298097791779,0.0709181961,0.003878975,0.004761905,0.06213739525,299000,147,20764,231342,945461,1000
98001,48897233,"10/26/2005",274000,"3/30/2000",185500,1.5,3,1962,2040,8250,1,47.365896,-122.285523,9,29801,8,0,10,0,0,1,0,43,1,5,210473.46585651,0.25,1,0,0,0,0,0,1,0,0,"53033029801",5.43775056282039,5.32319735262558,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,49072509,"12/22/2005",258950,"6/1/1992",110000,1,2,1981,1240,6541,1,47.358429,-122.287613,9,29801,0,0,12,0,0,0,1,24,1,13,152798.295932696,0.19,1,0,1,0,0,0,0,0,0,"53033029801",5.41321591535391,5.18411851084207,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,48822045,"9/12/2005",219950,"7/28/1994",111500,1.5,3,1962,1280,9514,1,47.295383,-122.280933,9,30401,0,0,9,0,0,1,0,43,1,11,145991.053877888,0.13,1,0,1,0,0,0,0,0,0,"53033030401",5.34232396631288,5.16432624365768,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,48899249,"12/14/2005",275500,"3/10/1997",122500,1.75,2,1962,1540,9767,1,47.345147,-122.285642,9,29802,0,0,12,0,0,0,1,43,1,8,147641.947372881,0.16,1,0,1,0,0,0,0,0,0,"53033029802",5.4401216031878,5.16920976483383,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,48984681,"10/31/2005",550000,"4/18/1994",345000,2.25,3,1991,2410,9551,2,47.300829,-122.291442,9,30401,3,0,10,0,0,1,0,14,1,11,451721.198097501,0.25,0,1,0,0,1,0,0,0,0,"53033030401",5.74036268949424,5.65487047134677,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,48652109,"12/22/2005",310000,"",NA,2.5,3,1994,1620,6312,2,47.285298,-122.302194,9,30401,0,0,12,0,0,0,1,11,0,0,0,0.26,0,1,1,0,0,0,0,0,0,"53033030401",5.49136169383427,-Inf,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,63278689,"12/23/2005",410000,"",NA,2.5,5,2004,3030,5716,2,47.303733,-122.279475,9,30401,0,0,12,0,0,0,1,1,0,0,0,0.53,0,1,1,0,0,0,0,0,0,"53033030401",5.61278385671974,-Inf,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,48890509,"11/22/2005",195000,"10/13/1989",60565,1,2,1978,770,17334,1,47.299738,-122.26925,9,30401,0,0,11,0,0,1,0,27,1,16,96831.6115356771,0.04,1,0,1,0,0,0,0,0,0,"53033030401",5.29003461136252,4.98601715972921,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,48984693,"11/22/2005",255000,"",NA,1,4,1926,1900,43995,1,47.302214,-122.28498,9,30401,0,0,11,0,0,1,0,79,0,0,0,0.04,1,0,1,0,0,0,0,0,0,"53033030401",5.40654018043396,-Inf,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,54829989,"12/27/2005",298950,"",NA,2.5,4,2000,1700,4267,2,47.33028,-122.267403,9,29902,0,0,12,0,0,0,1,5,0,0,0,0.4,0,1,1,0,0,0,0,0,0,"53033029902",5.47559855775617,-Inf,0.140278,0.137316,0.142857,0.140068,299000,147,20764,231342,945461,1000
98001,49001285,"9/23/2005",379000,"9/27/1989",161400,2.5,4,1988,2550,8362,2,47.33386,-122.257934,9,29902,8,0,9,0,0,1,0,17,1,16,258047.091585211,0.3,0,1,0,0,0,0,1,0,0,"53033029902",5.57863920996807,5.41169896855764,0.140278,0.137316,0.142857,0.140068,299000,147,20764,231342,945461,1000
98001,49000161,"9/30/2005",310000,"",NA,2.25,3,1987,2300,9872,2,47.33627,-122.261402,9,29902,0,0,9,0,0,1,0,18,0,0,0,0.23,0,1,1,0,0,0,0,0,0,"53033029902",5.49136169383427,-Inf,0.140278,0.137316,0.142857,0.140068,299000,147,20764,231342,945461,1000
98001,48787205,"10/26/2005",425000,"",NA,0.75,1,1941,1050,60548,1,47.376098,-122.273457,9,29801,8,0,10,0,0,1,0,64,0,0,0,0.02,1,0,0,0,0,0,1,0,0,"53033029801",5.62838893005031,-Inf,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,48828849,"11/29/2005",239950,"",NA,1,2,1947,1040,11500,1,47.279138,-122.30002,9,30401,0,0,11,0,0,1,0,58,0,0,0,0.09,1,0,1,0,0,0,0,0,0,"53033030401",5.38012075426844,-Inf,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,48651301,"10/4/2005",327450,"9/20/1989",129950,2.25,4,1989,1940,8306,2,47.358048,-122.284696,9,29801,0,0,10,0,0,1,0,16,1,16,207764.681236048,0.23,0,1,1,0,0,0,0,0,0,"53033029801",5.51514499476482,5.31757172200862,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,49018933,"10/20/2005",191900,"",NA,1.5,3,1978,1030,7560,1,47.367803,-122.28237,9,29801,0,0,10,0,0,1,0,27,0,0,0,0.14,1,0,1,0,0,0,0,0,0,"53033029801",5.28307497473547,-Inf,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,54829981,"11/15/2005",296000,"",NA,2.5,3,2000,1550,4487,2,47.329906,-122.26833,9,29902,0,0,11,0,0,1,0,5,0,0,0,0.35,0,1,1,0,0,0,0,0,0,"53033029902",5.47129171105894,-Inf,0.140278,0.137316,0.142857,0.140068,299000,147,20764,231342,945461,1000
98001,48890573,"10/11/2005",249000,"2/11/2000",153400,2.5,3,1991,1340,13340,2,47.296832,-122.265584,9,30401,0,0,10,0,0,1,0,14,1,5,174051.911926623,0.1,0,1,1,0,0,0,0,0,0,"53033030401",5.39619934709574,5.24067879828748,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,48890573,"10/11/2005",249000,"3/10/1995",127500,2.5,3,1991,1340,13340,2,47.296832,-122.265584,9,30401,0,0,10,0,0,1,0,14,1,10,162709.98321166,0.1,0,1,1,0,0,0,0,0,0,"53033030401",5.39619934709574,5.21141420026768,0.11927145,0.036915659,0.0568114,0.1087535,299000,147,20764,231342,945461,1000
98001,60972833,"11/30/2005",360000,"",NA,2.5,4,2002,1978,4849,2,47.316617,-122.268786,9,29902,0,0,11,0,0,1,0,3,0,0,0,0.41,0,1,1,0,0,0,0,0,0,"53033029902",5.55630250076729,-Inf,0.140278,0.137316,0.142857,0.140068,299000,147,20764,231342,945461,1000
98001,48719541,"11/2/2005",246000,"",NA,2,4,1972,1670,9558,1,47.359961,-122.280249,9,29801,0,0,11,0,0,1,0,33,0,0,0,0.17,1,0,1,0,0,0,0,0,0,"53033029801",5.39093510710338,-Inf,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,48900873,"11/9/2005",250000,"9/18/2002",172500,1,4,1967,1370,7600,1,47.336588,-122.291298,9,29802,0,0,11,0,0,1,0,38,1,3,184131.83646,0.18,1,0,1,0,0,0,0,0,0,"53033029802",5.39794000867204,5.26512888466663,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,49072557,"12/12/2005",272000,"1/22/1993",506000,2.25,3,1993,1640,6312,2,47.353021,-122.283259,9,29802,0,0,12,0,0,0,1,12,1,12,682400.156592625,0.26,0,1,1,0,0,0,0,0,0,"53033029802",5.4345689040342,5.83403911781847,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,48786353,"9/7/2005",280000,"7/10/1989",85500,2.75,4,1979,1780,7800,1,47.338871,-122.258983,9,29802,8,0,9,0,0,1,0,26,1,16,136697.808739377,0.23,1,0,0,0,0,0,1,0,0,"53033029802",5.44715803134222,5.13576155289976,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,49121461,"9/13/2005",600000,"",NA,2.5,4,2000,2770,15254,2,47.319362,-122.257549,9,29902,8,0,9,0,0,1,0,5,0,0,0,0.18,0,1,0,0,0,0,1,0,0,"53033029902",5.77815125038364,-Inf,0.140278,0.137316,0.142857,0.140068,299000,147,20764,231342,945461,1000
98001,49121413,"9/30/2005",600000,"4/29/1992",346000,2.5,4,1992,2840,29004,2,47.316721,-122.258891,9,29902,8,0,9,0,0,1,0,13,1,13,480620.094479209,0.1,0,1,0,0,0,0,1,0,0,"53033029902",5.77815125038364,5.68180192447662,0.140278,0.137316,0.142857,0.140068,299000,147,20764,231342,945461,1000
98001,48719965,"12/30/2005",345000,"8/29/1990",156000,1.75,4,1979,2330,7455,1,47.363263,-122.278326,9,29801,0,0,12,0,0,0,1,26,1,15,237990.024589782,0.31,1,0,1,0,0,0,0,0,0,"53033029801",5.53781909507327,5.37655875387834,0.08759092,0.0063234,0.04875465,0.071132725,299000,147,20764,231342,945461,1000
98001,48872417,"9/30/2005",480000,"7/15/1993",114950,2.5,4,2002,2685,14810,2,47.352305,-122.275519,9,29802,0,0,9,0,0,1,0,3,1,12,155023.513834629,0.18,0,1,1,0,0,0,0,0,0,"53033029802",5.68124123737559,5.19039757658397,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,48720313,"11/18/2005",270000,"",NA,1.75,5,1963,2090,7708,1,47.340279,-122.278956,9,29802,0,0,11,0,0,1,0,42,0,0,0,0.27,1,0,1,0,0,0,0,0,0,"53033029802",5.43136376415899,-Inf,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98001,48872317,"10/7/2005",440000,"4/24/1997",190000,1.75,3,1938,2180,9220,1,47.354647,-122.284956,9,29802,3,0,10,0,0,1,0,67,1,8,228995.673476305,0.24,1,0,0,0,1,0,0,0,0,"53033029802",5.64345267648619,5.3598272770861,0.136186915,0.009373321,0.01005374,0.119393665,299000,147,20764,231342,945461,1000
98002,48734737,"9/30/2005",194950,"11/9/2001",140000,1,3,1959,1160,7452,1,47.287337,-122.220278,9,30802,0,0,9,0,0,1,0,46,1,4,153624.66030912,0.16,1,0,1,0,0,0,0,0,0,"53033030802",5.289923239524,5.18646093559483,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,48847905,"11/14/2005",175000,"9/11/2001",100000,1,2,1940,720,6480,1,47.299248,-122.22716,9,30700,0,0,11,0,0,1,0,65,1,4,109731.9002208,0.11,1,0,1,0,0,0,0,0,0,"53033030700",5.24303804868629,5.0403328999166,0.122129,0.105988,0.0597938,0.115262,208000,137,14656,106097,461160,954
98002,48734737,"9/30/2005",194950,"4/19/1996",99900,1,3,1959,1160,7452,1,47.287337,-122.220278,9,30802,0,0,9,0,0,1,0,46,1,9,124015.62007206,0.16,1,0,1,0,0,0,0,0,0,"53033030802",5.289923239524,5.09347638906443,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,51406965,"9/30/2005",315900,"9/29/2000",228120,2.5,4,2000,2230,8007,2,47.295742,-122.223421,9,30700,0,0,9,0,0,1,0,5,1,5,258831.304750334,0.28,0,1,1,0,0,0,0,0,0,"53033030700",5.49954962590515,5.41301680158759,0.122129,0.105988,0.0597938,0.115262,208000,137,14656,106097,461160,954
98002,48983633,"10/20/2005",228000,"10/29/1993",97000,1,3,1954,910,8316,1,47.322401,-122.218284,9,30504,0,0,10,0,0,1,0,51,1,12,130815.840295424,0.11,1,0,1,0,0,0,0,0,0,"53033030504",5.35793484700045,5.11666033524492,0.148669,0.0701996,0.142955,0.14131,208000,137,14656,106097,461160,954
98002,49032749,"9/19/2005",199000,"3/30/1993",87500,1,2,1985,900,5041,1,47.334535,-122.215514,9,30503,0,0,9,0,0,1,0,20,1,12,118003.979647934,0.18,1,0,1,0,0,0,0,0,0,"53033030503",5.29885307640971,5.07189665400099,0.078341209,0.0705435,0.0975945,0.0793494655,208000,137,14656,106097,461160,954
98002,49018445,"9/2/2005",265000,"",NA,1,3,1959,1090,11834,1,47.292676,-122.213687,9,30802,0,0,9,0,0,1,0,46,0,0,0,0.09,1,0,1,0,0,0,0,0,0,"53033030802",5.42324587393681,-Inf,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,49130905,"11/4/2005",166350,"",NA,1,1,1923,620,3750,1,47.350826,-122.23103,9,30501,0,0,11,0,0,1,0,82,0,0,0,0.17,1,0,1,0,0,0,0,0,0,"53033030501",5.22102280520484,-Inf,0.0257298566666667,0.261568333333333,0.195025466666667,0.0540262366666667,208000,137,14656,106097,461160,954
98002,48860985,"11/23/2005",242000,"9/29/2000",153000,1,3,1960,1260,8100,1,47.284863,-122.220628,9,30802,0,0,11,0,0,1,0,45,1,5,173598.06078731,0.16,1,0,1,0,0,0,0,0,0,"53033030802",5.38381536598043,5.23954486949212,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,49033977,"9/26/2005",310000,"",NA,2.25,3,1977,2200,7000,2,47.321631,-122.205091,9,30504,0,0,9,0,0,1,0,28,0,0,0,0.31,0,1,1,0,0,0,0,0,0,"53033030504",5.49136169383427,-Inf,0.148669,0.0701996,0.142955,0.14131,208000,137,14656,106097,461160,954
98002,51406965,"9/30/2005",315900,"4/18/2003",240000,2.5,4,2000,2230,8007,2,47.295742,-122.223421,9,30700,0,0,9,0,0,1,0,5,1,2,252149.04,0.28,0,1,1,0,0,0,0,0,0,"53033030700",5.49954962590515,5.40165731902104,0.122129,0.105988,0.0597938,0.115262,208000,137,14656,106097,461160,954
98002,48841301,"10/18/2005",283250,"6/12/2003",180500,1.5,3,1958,1390,14850,1,47.286208,-122.210503,9,30802,0,0,10,0,0,1,0,47,1,2,189637.0905,0.09,1,0,1,0,0,0,0,0,0,"53033030802",5.45216991853543,5.27792328355112,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,48978001,"12/22/2005",265000,"10/23/1996",129950,2.75,5,1979,1670,6018,1,47.320387,-122.213558,9,30504,0,0,12,0,0,0,1,26,1,9,161319.617901543,0.28,1,0,1,0,0,0,0,0,0,"53033030504",5.42324587393681,5.20768718467548,0.148669,0.0701996,0.142955,0.14131,208000,137,14656,106097,461160,954
98002,49016105,"12/14/2005",257000,"10/19/1998",99950,1,2,1927,850,3171,1,47.302447,-122.223669,9,30700,0,0,12,0,0,0,1,78,1,7,117755.402397266,0.27,1,0,1,0,0,0,0,0,0,"53033030700",5.40993312333129,5.07098084087525,0.122129,0.105988,0.0597938,0.115262,208000,137,14656,106097,461160,954
98002,49097689,"9/16/2005",126000,"8/8/2000",55000,1,1,1937,690,10800,1,47.294548,-122.21634,9,30700,0,0,9,0,0,1,0,68,1,5,62404.531655569,0.06,1,0,1,0,0,0,0,0,0,"53033030700",5.10037054511756,4.79521612816876,0.122129,0.105988,0.0597938,0.115262,208000,137,14656,106097,461160,954
98002,48841301,"10/18/2005",283250,"8/8/1997",100674,1.5,3,1958,1390,14850,1,47.286208,-122.210503,9,30802,0,0,10,0,0,1,0,47,1,8,121336.370692387,0.09,1,0,1,0,0,0,0,0,0,"53033030802",5.45216991853543,5.08399100056483,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,49138269,"10/4/2005",265800,"",NA,1.5,3,1957,1210,11301,1,47.288021,-122.213083,9,30802,0,0,10,0,0,1,0,48,0,0,0,0.11,1,0,1,0,0,0,0,0,0,"53033030802",5.42455497660671,-Inf,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,49089901,"10/25/2005",212000,"11/17/1995",89500,1.75,3,1913,1240,4180,1,47.29685,-122.227473,9,30700,0,0,10,0,0,1,0,92,1,10,114216.02743093,0.3,1,0,1,0,0,0,0,0,0,"53033030700",5.32633586092875,5.05772705081361,0.122129,0.105988,0.0597938,0.115262,208000,137,14656,106097,461160,954
98002,49033549,"11/17/2005",303000,"2/26/1999",54000,2.5,4,2001,2460,9715,2,47.280296,-122.211871,9,30802,0,0,11,0,0,1,0,4,1,6,62617.8416910462,0.25,0,1,1,0,0,0,0,0,0,"53033030802",5.4814426285023,4.79669809429618,0.111848,0.0151411,0.0797251,0.100584,208000,137,14656,106097,461160,954
98002,49089901,"10/25/2005",212000,"6/17/2002",135000,1.75,3,1913,1240,4180,1,47.29685,-122.227473,9,30700,0,0,10,0,0,1,0,92,1,3,144103.17636,0.3,1,0,1,0,0,0,0,0,0,"53033030700",5.32633586092875,5.15867355375234,0.122129,0.105988,0.0597938,0.115262,208000,137,14656,106097,461160,954
98003,49017825,"12/2/2005",265000,"",NA,1.75,3,1968,1480,9085,1,47.279477,-122.35369,9,30304,0,0,12,0,0,0,1,37,0,0,0,0.16,1,0,1,0,0,0,0,0,0,"53033030304",5.42324587393681,-Inf,0.0191949883333333,0.0423154666666667,0.00884869666666667,0.0204490456666667,225000,136,22417,212991,900141,1531
98003,48783301,"9/20/2005",185000,"",NA,1,2,1954,1020,12000,1,47.266224,-122.336747,9,30304,0,0,9,0,0,1,0,51,0,0,0,0.08,1,0,1,0,0,0,0,0,0,"53033030304",5.26717172840301,-Inf,0.0191949883333333,0.0423154666666667,0.00884869666666667,0.0204490456666667,225000,136,22417,212991,900141,1531
98003,48887657,"11/2/2005",170000,"6/30/2004",159000,1,3,1952,1000,6660,1,47.335928,-122.311258,9,30002,0,0,11,0,0,1,0,53,1,1,163293,0.15,1,0,1,0,0,0,0,0,0,"53033030002",5.23044892137827,5.21296756791773,0.202284,0.204896,0.217372,0.20402,225000,136,22417,212991,900141,1531
98003,48929905,"10/31/2005",275000,"4/15/1998",135000,2.25,5,1964,1960,8750,1,47.339591,-122.303586,9,30002,0,0,10,0,0,1,0,41,1,7,159049.317895257,0.22,1,0,1,0,0,0,0,0,0,"53033030002",5.43933269383026,5.20153181091612,0.202284,0.204896,0.217372,0.20402,225000,136,22417,212991,900141,1531
98003,48870849,"10/20/2005",230000,"4/12/1996",105000,1,3,1962,970,8395,1,47.328233,-122.333586,9,30202,0,0,10,0,0,1,0,43,1,9,130346.747823486,0.12,1,0,1,0,0,0,0,0,0,"53033030202",5.36172783601759,5.11510019990838,0.132499,0.0793291,0.0329621,0.117578,225000,136,22417,212991,900141,1531
98003,49046369,"11/1/2005",278000,"11/12/1992",131000,2.5,3,1985,1530,5312,2,47.354557,-122.302541,9,30004,0,0,11,0,0,1,0,20,1,13,181968.879701666,0.29,0,1,1,0,0,0,0,0,0,"53033030004",5.44404479591808,5.25999712133961,0.092114315,0.00883955,0.055264825,0.080180735,225000,136,22417,212991,900141,1531
98003,48929917,"10/31/2005",297000,"",NA,2.5,4,1964,1910,7260,1,47.340904,-122.303965,9,30002,0,0,10,0,0,1,0,41,0,0,0,0.26,1,0,1,0,0,0,0,0,0,"53033030002",5.47275644931721,-Inf,0.202284,0.204896,0.217372,0.20402,225000,136,22417,212991,900141,1531
98003,48929833,"11/29/2005",275000,"6/6/1996",120000,2,4,1975,1710,7980,1,47.350497,-122.306626,9,30004,0,0,11,0,0,1,0,30,1,9,148967.71179827,0.21,1,0,1,0,0,0,0,0,0,"53033030004",5.43933269383026,5.17309214688607,0.092114315,0.00883955,0.055264825,0.080180735,225000,136,22417,212991,900141,1531
98003,48758061,"12/8/2005",236300,"11/6/1996",107000,1,4,1960,1580,9450,1,47.326193,-122.340825,9,30201,0,0,12,0,0,0,1,45,1,9,132829.543020124,0.17,1,0,1,0,0,0,0,0,0,"53033030201",5.37346372163237,5.12329467852366,0.057570255,0.03527232,0.10884537,0.05984879,225000,136,22417,212991,900141,1531
98003,48758061,"12/8/2005",236300,"5/23/1994",99999,1,4,1960,1580,9450,1,47.326193,-122.340825,9,30201,0,0,12,0,0,0,1,45,1,11,130932.371271165,0.17,1,0,1,0,0,0,0,0,0,"53033030201",5.37346372163237,5.11704703330697,0.057570255,0.03527232,0.10884537,0.05984879,225000,136,22417,212991,900141,1531
98003,48757945,"11/4/2005",204500,"9/3/2003",151000,1,3,1959,1040,8400,1,47.326588,-122.344147,9,30201,0,0,11,0,0,1,0,46,1,2,158643.771,0.12,1,0,1,0,0,0,0,0,0,"53033030201",5.31069331234336,5.20042302460261,0.057570255,0.03527232,0.10884537,0.05984879,225000,136,22417,212991,900141,1531
